DID,turns,emotion,set
MPATHY-018217,3,hopeful,train
MPATHY-018218,3,confident,train
MPATHY-018219,3,nostalgic,train
MPATHY-018220,3,jealous,train
MPATHY-018221,3,confident,train
MPATHY-018222,4,terrified,train
MPATHY-018223,3,impressed,train
MPATHY-018224,3,excited,train
MPATHY-018226,3,anxious,train
MPATHY-018227,3,excited,train
MPATHY-018228,3,hopeful,train
MPATHY-018229,3,annoyed,train
MPATHY-018230,3,embarrassed,train
MPATHY-018231,3,proud,train
MPATHY-018232,3,caring,train
MPATHY-018233,3,ashamed,train
MPATHY-018234,3,sentimental,train
MPATHY-018235,3,disgusted,train
MPATHY-018236,3,impressed,train
MPATHY-018237,3,disappointed,train
MPATHY-018238,3,afraid,train
MPATHY-018239,3,hopeful,train
MPATHY-018241,3,surprised,train
MPATHY-018242,4,afraid,train
MPATHY-018243,3,guilty,train
MPATHY-018244,3,hopeful,train
MPATHY-018245,3,sad,train
MPATHY-018246,3,proud,train
MPATHY-018247,3,guilty,train
MPATHY-018248,3,devastated,train
MPATHY-018249,3,terrified,train
MPATHY-018250,3,impressed,train
MPATHY-018252,3,embarrassed,train
MPATHY-018253,3,disappointed,train
MPATHY-018254,3,proud,train
MPATHY-018255,3,surprised,train
MPATHY-018256,3,confident,train
MPATHY-018258,3,terrified,train
MPATHY-018259,3,trusting,train
MPATHY-018260,3,annoyed,train
MPATHY-018261,3,excited,train
MPATHY-018262,3,anticipating,train
MPATHY-018263,3,surprised,train
MPATHY-018264,3,ashamed,train
MPATHY-018265,3,guilty,train
MPATHY-018266,3,anticipating,train
MPATHY-018267,3,trusting,train
MPATHY-018268,3,annoyed,train
MPATHY-018269,3,surprised,train
MPATHY-018271,3,embarrassed,train
MPATHY-018272,3,anticipating,train
MPATHY-018273,3,nostalgic,train
MPATHY-018275,3,guilty,train
MPATHY-018276,3,proud,train
MPATHY-018277,3,annoyed,train
MPATHY-018279,3,sad,train
MPATHY-018280,4,furious,train
MPATHY-018281,3,disappointed,train
MPATHY-018282,3,surprised,train
MPATHY-018283,4,ashamed,train
MPATHY-018284,3,angry,train
MPATHY-018285,3,sentimental,train
MPATHY-018286,3,guilty,train
MPATHY-018287,3,disappointed,train
MPATHY-018289,3,disgusted,train
MPATHY-018290,3,anticipating,train
MPATHY-018291,3,annoyed,train
MPATHY-018292,3,grateful,train
MPATHY-018294,3,disappointed,train
MPATHY-018296,3,terrified,train
MPATHY-018297,3,excited,train
MPATHY-018299,3,apprehensive,train
MPATHY-018301,4,apprehensive,train
MPATHY-018303,4,annoyed,train
MPATHY-018304,4,surprised,train
MPATHY-018305,3,joyful,train
MPATHY-018306,3,nostalgic,train
MPATHY-018307,3,surprised,train
MPATHY-018308,3,prepared,train
MPATHY-018312,3,lonely,train
MPATHY-018314,3,disappointed,train
MPATHY-018315,4,afraid,train
MPATHY-018316,3,lonely,train
MPATHY-018317,3,embarrassed,train
MPATHY-018319,3,terrified,train
MPATHY-018321,3,grateful,train
MPATHY-018322,3,disappointed,train
MPATHY-018323,3,sad,train
MPATHY-018324,3,sad,train
MPATHY-018325,3,hopeful,train
MPATHY-018326,3,annoyed,train
MPATHY-018328,3,excited,train
MPATHY-018330,3,excited,train
MPATHY-018331,3,confident,train
MPATHY-018332,3,nostalgic,train
MPATHY-018333,3,trusting,train
MPATHY-018335,3,angry,train
MPATHY-018336,3,proud,train
MPATHY-018338,3,excited,train
MPATHY-018340,3,angry,train
MPATHY-018341,3,furious,train
MPATHY-018342,3,nostalgic,train
MPATHY-018343,3,angry,train
MPATHY-018344,3,anticipating,train
MPATHY-018345,3,embarrassed,train
MPATHY-018346,3,confident,train
MPATHY-018347,3,excited,train
MPATHY-018348,3,prepared,train
MPATHY-018349,3,prepared,train
MPATHY-018350,3,jealous,train
MPATHY-018354,3,jealous,train
MPATHY-018355,4,proud,train
MPATHY-018356,4,devastated,train
MPATHY-018357,3,confident,train
MPATHY-018358,3,jealous,train
MPATHY-018359,3,afraid,train
MPATHY-018360,3,annoyed,train
MPATHY-018362,3,surprised,train
MPATHY-018364,3,afraid,train
MPATHY-018365,3,embarrassed,train
MPATHY-018366,3,content,train
MPATHY-018367,3,afraid,train
MPATHY-018368,4,afraid,train
MPATHY-018369,3,grateful,train
MPATHY-018370,3,confident,train
MPATHY-018371,3,disgusted,train
MPATHY-018372,3,excited,train
MPATHY-018373,3,surprised,train
MPATHY-018374,3,sad,train
MPATHY-018375,3,hopeful,train
MPATHY-018376,3,embarrassed,train
MPATHY-018379,3,lonely,train
MPATHY-018380,4,guilty,train
MPATHY-018381,3,embarrassed,train
MPATHY-018382,3,confident,train
MPATHY-018383,3,lonely,train
MPATHY-018384,3,disgusted,train
MPATHY-018385,3,disappointed,train
MPATHY-018386,4,furious,train
MPATHY-018387,3,sentimental,train
MPATHY-018388,3,apprehensive,train
MPATHY-018389,3,content,train
MPATHY-018390,3,anticipating,train
MPATHY-018392,3,content,train
MPATHY-018393,3,anxious,train
MPATHY-018394,3,caring,train
MPATHY-018395,3,terrified,train
MPATHY-018396,4,impressed,train
MPATHY-018397,3,sad,train
MPATHY-018399,3,guilty,train
MPATHY-018400,3,disappointed,train
MPATHY-018401,3,angry,train
MPATHY-018402,3,nostalgic,train
MPATHY-018403,3,trusting,train
MPATHY-018404,3,furious,train
MPATHY-018406,4,hopeful,train
MPATHY-018407,3,jealous,train
MPATHY-018408,3,prepared,train
MPATHY-018409,3,joyful,train
MPATHY-018410,3,lonely,train
MPATHY-018411,3,anxious,train
MPATHY-018412,6,surprised,train
MPATHY-018413,3,surprised,train
MPATHY-018414,3,sad,train
MPATHY-018416,3,terrified,train
MPATHY-018417,3,afraid,train
MPATHY-018418,3,annoyed,train
MPATHY-018419,3,prepared,train
MPATHY-018421,4,anticipating,train
MPATHY-018422,3,nostalgic,train
MPATHY-018423,3,furious,train
MPATHY-018424,3,proud,train
MPATHY-018425,3,grateful,train
MPATHY-018426,3,surprised,train
MPATHY-018427,3,sentimental,train
MPATHY-018428,4,apprehensive,train
MPATHY-018430,3,disgusted,train
MPATHY-018431,3,trusting,train
MPATHY-018432,3,furious,train
MPATHY-018434,3,sad,train
MPATHY-018435,3,devastated,train
MPATHY-018436,4,surprised,train
MPATHY-018437,3,annoyed,train
MPATHY-018438,3,embarrassed,train
MPATHY-018439,3,jealous,train
MPATHY-018441,4,angry,train
MPATHY-018442,3,embarrassed,train
MPATHY-018443,4,jealous,train
MPATHY-018444,3,sad,train
MPATHY-018445,3,annoyed,train
MPATHY-018446,3,guilty,train
MPATHY-018447,3,lonely,train
MPATHY-018448,3,confident,train
MPATHY-018449,4,afraid,train
MPATHY-018450,3,prepared,train
MPATHY-018451,3,ashamed,train
MPATHY-018453,3,anxious,train
MPATHY-018454,3,annoyed,train
MPATHY-018455,3,embarrassed,train
MPATHY-018456,3,guilty,train
MPATHY-018458,3,furious,train
MPATHY-018459,4,disgusted,train
MPATHY-018460,3,guilty,train
MPATHY-018462,3,surprised,train
MPATHY-018463,4,disappointed,train
MPATHY-018464,3,furious,train
MPATHY-018465,3,disgusted,train
MPATHY-018466,3,confident,train
MPATHY-018467,3,ashamed,train
MPATHY-018469,3,terrified,train
MPATHY-018470,3,anxious,train
MPATHY-018471,3,embarrassed,train
MPATHY-018472,3,embarrassed,train
MPATHY-018475,3,nostalgic,train
MPATHY-018477,3,impressed,train
MPATHY-018478,4,surprised,train
MPATHY-018479,3,nostalgic,train
MPATHY-018480,3,afraid,train
MPATHY-018481,3,angry,train
MPATHY-018482,3,angry,train
MPATHY-018483,3,annoyed,train
MPATHY-018484,3,disgusted,train
MPATHY-018486,3,angry,train
MPATHY-018487,3,furious,train
MPATHY-018488,3,terrified,train
MPATHY-018489,3,embarrassed,train
MPATHY-018490,3,furious,train
MPATHY-018491,3,furious,train
MPATHY-018492,4,embarrassed,train
MPATHY-018493,3,surprised,train
MPATHY-018494,4,furious,train
MPATHY-018495,3,surprised,train
MPATHY-018497,3,ashamed,train
MPATHY-018498,3,furious,train
MPATHY-018501,3,proud,train
MPATHY-018502,3,nostalgic,train
MPATHY-018505,3,proud,train
MPATHY-018506,3,nostalgic,train
MPATHY-018507,3,nostalgic,train
MPATHY-018508,4,furious,train
MPATHY-018509,3,annoyed,train
MPATHY-018510,3,impressed,train
MPATHY-018511,3,disgusted,train
MPATHY-018513,3,confident,train
MPATHY-018514,3,excited,train
MPATHY-018515,4,surprised,train
MPATHY-018516,3,disgusted,train
MPATHY-018517,3,trusting,train
MPATHY-018518,3,confident,train
MPATHY-018519,3,ashamed,train
MPATHY-018520,3,furious,train
MPATHY-018523,3,furious,train
MPATHY-018524,3,lonely,train
MPATHY-018525,3,guilty,train
MPATHY-018526,3,joyful,train
MPATHY-018527,3,excited,train
MPATHY-018528,3,disgusted,train
MPATHY-018529,3,surprised,train
MPATHY-018530,3,disappointed,train
MPATHY-018531,3,embarrassed,train
MPATHY-018532,3,guilty,train
MPATHY-018533,3,lonely,train
MPATHY-018534,3,nostalgic,train
MPATHY-018538,3,hopeful,train
MPATHY-018539,3,trusting,train
MPATHY-018540,3,sentimental,train
MPATHY-018541,3,proud,train
MPATHY-018542,3,excited,train
MPATHY-018543,3,nostalgic,train
MPATHY-018545,3,annoyed,train
MPATHY-018546,3,jealous,train
MPATHY-018547,3,jealous,train
MPATHY-018548,3,joyful,train
MPATHY-018550,3,sad,train
MPATHY-018551,3,excited,train
MPATHY-018552,3,surprised,train
MPATHY-018553,3,prepared,train
MPATHY-018554,3,terrified,train
MPATHY-018555,3,embarrassed,train
MPATHY-018556,3,sentimental,train
MPATHY-018557,3,confident,train
MPATHY-018558,3,embarrassed,train
MPATHY-018559,3,lonely,train
MPATHY-018560,3,grateful,train
MPATHY-018561,3,confident,train
MPATHY-018562,3,joyful,train
MPATHY-018564,3,lonely,train
MPATHY-018565,3,grateful,train
MPATHY-018566,3,hopeful,train
MPATHY-018567,3,lonely,train
MPATHY-018568,3,disappointed,train
MPATHY-018569,3,lonely,train
MPATHY-018570,3,disappointed,train
MPATHY-018572,3,prepared,train
MPATHY-018573,3,proud,train
MPATHY-018574,3,afraid,train
MPATHY-018575,3,disappointed,train
MPATHY-018576,3,devastated,train
MPATHY-018577,3,excited,train
MPATHY-018578,3,terrified,train
MPATHY-018579,3,impressed,train
MPATHY-018580,3,guilty,train
MPATHY-018581,3,ashamed,train
MPATHY-018582,3,ashamed,train
MPATHY-018583,3,afraid,train
MPATHY-018584,3,angry,train
MPATHY-018585,3,content,train
MPATHY-018586,3,grateful,train
MPATHY-018587,3,disappointed,train
MPATHY-018588,3,annoyed,train
MPATHY-018589,4,angry,train
MPATHY-018590,3,jealous,train
MPATHY-018591,3,furious,train
MPATHY-018592,3,confident,train
MPATHY-018593,3,surprised,train
MPATHY-018594,3,lonely,train
MPATHY-018595,3,devastated,train
MPATHY-018596,3,devastated,train
MPATHY-018597,3,terrified,train
MPATHY-018598,4,furious,train
MPATHY-018599,3,grateful,train
MPATHY-018600,3,hopeful,train
MPATHY-018601,3,proud,train
MPATHY-018602,3,confident,train
MPATHY-018603,3,caring,train
MPATHY-018604,3,embarrassed,train
MPATHY-018605,3,ashamed,train
MPATHY-018606,3,angry,train
MPATHY-018607,3,prepared,train
MPATHY-018608,3,content,train
MPATHY-018609,3,impressed,train
MPATHY-018611,3,proud,train
MPATHY-018612,3,joyful,train
MPATHY-018613,3,guilty,train
MPATHY-018614,3,annoyed,train
MPATHY-018615,3,lonely,train
MPATHY-018616,3,devastated,train
MPATHY-018617,4,confident,train
MPATHY-018618,3,hopeful,train
MPATHY-018620,3,joyful,train
MPATHY-018621,3,annoyed,train
MPATHY-018622,3,apprehensive,train
MPATHY-018623,3,impressed,train
MPATHY-018624,3,joyful,train
MPATHY-018625,3,hopeful,train
MPATHY-018626,3,ashamed,train
MPATHY-018627,3,annoyed,train
MPATHY-018628,3,afraid,train
MPATHY-018629,3,excited,train
MPATHY-018630,3,surprised,train
MPATHY-018631,3,hopeful,train
MPATHY-018632,3,grateful,train
MPATHY-018633,3,disgusted,train
MPATHY-018634,3,proud,train
MPATHY-018635,3,proud,train
MPATHY-018636,3,embarrassed,train
MPATHY-018638,3,disgusted,train
MPATHY-018639,3,devastated,train
MPATHY-018640,3,anticipating,train
MPATHY-018641,3,anxious,train
MPATHY-018642,3,anxious,train
MPATHY-018643,3,apprehensive,train
MPATHY-018644,3,anxious,train
MPATHY-018645,4,apprehensive,train
MPATHY-018646,3,terrified,train
MPATHY-018647,3,proud,train
MPATHY-018648,3,impressed,train
MPATHY-018649,3,afraid,train
MPATHY-018650,3,excited,train
MPATHY-018651,3,sentimental,train
MPATHY-018652,3,furious,train
MPATHY-018653,3,annoyed,train
MPATHY-018654,4,terrified,train
MPATHY-018655,3,jealous,train
MPATHY-018656,3,angry,train
MPATHY-018657,3,sentimental,train
MPATHY-018658,3,content,train
MPATHY-018659,3,sad,train
MPATHY-018660,4,joyful,train
MPATHY-018661,3,content,train
MPATHY-018662,3,annoyed,train
MPATHY-018663,3,caring,train
MPATHY-018664,3,embarrassed,train
MPATHY-018665,3,hopeful,train
MPATHY-018666,3,annoyed,train
MPATHY-018668,3,grateful,train
MPATHY-018669,3,excited,train
MPATHY-018670,3,disgusted,train
MPATHY-018671,3,disgusted,train
MPATHY-018672,3,terrified,train
MPATHY-018673,3,terrified,train
MPATHY-018674,3,lonely,train
MPATHY-018675,3,guilty,train
MPATHY-018676,3,devastated,train
MPATHY-018677,3,terrified,train
MPATHY-018678,3,furious,train
MPATHY-018679,3,afraid,train
MPATHY-018680,3,angry,train
MPATHY-018681,3,anxious,train
MPATHY-018683,3,confident,train
MPATHY-018684,4,sentimental,train
MPATHY-018685,3,terrified,train
MPATHY-018686,3,impressed,train
MPATHY-018687,3,proud,train
MPATHY-018688,3,anxious,train
MPATHY-018689,3,devastated,train
MPATHY-018690,3,afraid,train
MPATHY-018691,3,apprehensive,train
MPATHY-018692,3,excited,train
MPATHY-018693,3,ashamed,train
MPATHY-018694,3,hopeful,train
MPATHY-018695,3,confident,train
MPATHY-018696,3,jealous,train
MPATHY-018697,3,grateful,train
MPATHY-018698,3,embarrassed,train
MPATHY-018699,3,proud,train
MPATHY-018700,3,surprised,train
MPATHY-018701,3,excited,train
MPATHY-018702,3,hopeful,train
MPATHY-018704,3,hopeful,train
MPATHY-018705,4,embarrassed,train
MPATHY-018706,3,ashamed,train
MPATHY-018707,3,grateful,train
MPATHY-018708,4,caring,train
MPATHY-018709,3,guilty,train
MPATHY-018710,3,furious,train
MPATHY-018711,3,apprehensive,train
MPATHY-018712,3,lonely,train
MPATHY-018713,3,angry,train
MPATHY-018714,3,devastated,train
MPATHY-018715,4,proud,train
MPATHY-018716,3,confident,train
MPATHY-018717,3,furious,train
MPATHY-018718,3,proud,train
MPATHY-018719,3,proud,train
MPATHY-018721,3,devastated,train
MPATHY-018722,3,furious,train
MPATHY-018723,3,prepared,train
MPATHY-018724,3,impressed,train
MPATHY-018725,3,joyful,train
MPATHY-018726,3,anxious,train
MPATHY-018727,3,faithful,train
MPATHY-018728,3,proud,train
MPATHY-018729,4,nostalgic,train
MPATHY-018730,3,disgusted,train
MPATHY-018731,4,grateful,train
MPATHY-018733,3,content,train
MPATHY-018734,3,joyful,train
MPATHY-018735,3,devastated,train
MPATHY-018736,3,terrified,train
MPATHY-018737,3,surprised,train
MPATHY-018738,4,terrified,train
MPATHY-018739,3,surprised,train
MPATHY-018740,3,prepared,train
MPATHY-018741,4,excited,train
MPATHY-018742,3,surprised,train
MPATHY-018743,3,caring,train
MPATHY-018744,3,ashamed,train
MPATHY-018745,3,jealous,train
MPATHY-018746,3,devastated,train
MPATHY-018747,4,angry,train
MPATHY-018748,3,surprised,train
MPATHY-018750,3,sad,train
MPATHY-018751,3,disgusted,train
MPATHY-018752,3,afraid,train
MPATHY-018753,3,excited,train
MPATHY-018754,3,angry,train
MPATHY-018755,4,jealous,train
MPATHY-018756,3,confident,train
MPATHY-018758,3,surprised,train
MPATHY-018759,3,jealous,train
MPATHY-018760,3,excited,train
MPATHY-018761,4,lonely,train
MPATHY-018762,3,annoyed,train
MPATHY-018764,3,surprised,train
MPATHY-018767,3,anxious,train
MPATHY-018769,3,furious,train
MPATHY-018771,3,sad,train
MPATHY-018772,3,proud,train
MPATHY-018774,4,lonely,train
MPATHY-018778,3,nostalgic,train
MPATHY-018779,3,excited,train
MPATHY-018781,4,terrified,train
MPATHY-018783,3,disgusted,train
MPATHY-018785,3,surprised,train
MPATHY-018787,3,content,train
MPATHY-018789,3,apprehensive,train
MPATHY-018791,3,guilty,train
MPATHY-018792,3,surprised,train
MPATHY-018795,3,disappointed,train
MPATHY-018796,4,jealous,train
MPATHY-018799,3,afraid,train
MPATHY-018800,3,prepared,train
MPATHY-018805,3,grateful,train
MPATHY-018806,4,prepared,train
MPATHY-018808,3,afraid,train
MPATHY-018809,3,annoyed,train
MPATHY-018810,4,disgusted,train
MPATHY-018811,3,terrified,train
MPATHY-018812,4,grateful,train
MPATHY-018813,7,jealous,train
MPATHY-018814,3,prepared,train
MPATHY-018815,3,excited,train
MPATHY-018816,3,grateful,train
MPATHY-018817,4,anticipating,train
MPATHY-018818,3,hopeful,train
MPATHY-018819,3,devastated,train
MPATHY-018820,4,proud,train
MPATHY-018821,3,anxious,train
MPATHY-018822,3,grateful,train
MPATHY-018823,4,lonely,train
MPATHY-018824,3,annoyed,train
MPATHY-018825,4,guilty,train
MPATHY-018826,3,terrified,train
MPATHY-018827,3,nostalgic,train
MPATHY-018828,3,furious,train
MPATHY-018829,3,furious,train
MPATHY-018830,3,furious,train
MPATHY-018831,3,surprised,train
MPATHY-018833,3,sad,train
MPATHY-018834,3,devastated,train
MPATHY-018835,3,excited,train
MPATHY-018838,3,surprised,train
MPATHY-018839,3,disappointed,train
MPATHY-018840,3,jealous,train
MPATHY-018841,4,terrified,train
MPATHY-018842,5,excited,train
MPATHY-018844,3,jealous,train
MPATHY-018845,3,content,train
MPATHY-018846,3,devastated,train
MPATHY-018847,4,ashamed,train
MPATHY-018849,4,confident,train
MPATHY-018850,3,confident,train
MPATHY-018851,3,afraid,train
MPATHY-018852,1,sad,train
MPATHY-018853,5,joyful,train
MPATHY-018854,3,grateful,train
MPATHY-018855,4,disappointed,train
MPATHY-018856,3,surprised,train
MPATHY-018858,3,surprised,train
MPATHY-018859,3,prepared,train
MPATHY-018860,4,content,train
MPATHY-018861,3,confident,train
MPATHY-018862,3,confident,train
MPATHY-018864,3,trusting,train
MPATHY-018866,3,anxious,train
MPATHY-018867,3,lonely,train
MPATHY-018868,3,impressed,train
MPATHY-018869,3,anticipating,train
MPATHY-018871,3,nostalgic,train
MPATHY-018872,5,furious,train
MPATHY-018874,4,surprised,train
MPATHY-018875,3,content,train
MPATHY-018876,3,embarrassed,train
MPATHY-018877,4,surprised,train
MPATHY-018878,3,excited,train
MPATHY-018879,4,angry,train
MPATHY-018880,4,proud,train
MPATHY-018881,3,caring,train
MPATHY-018882,3,lonely,train
MPATHY-018883,3,annoyed,train
MPATHY-018884,3,content,train
MPATHY-018885,3,devastated,train
MPATHY-018886,3,excited,train
MPATHY-018887,4,disappointed,train
MPATHY-018889,4,jealous,train
MPATHY-018891,3,terrified,train
MPATHY-018892,3,embarrassed,train
MPATHY-018893,3,guilty,train
MPATHY-018894,3,disgusted,train
MPATHY-018895,3,proud,train
MPATHY-018896,3,angry,train
MPATHY-018897,3,proud,train
MPATHY-018898,4,proud,train
MPATHY-018899,3,annoyed,train
MPATHY-018901,3,apprehensive,train
MPATHY-018902,3,afraid,train
MPATHY-018904,3,proud,train
MPATHY-018906,3,caring,train
MPATHY-018907,3,surprised,train
MPATHY-018908,3,furious,train
MPATHY-018909,6,excited,train
MPATHY-018910,3,angry,train
MPATHY-018911,3,afraid,train
MPATHY-018912,3,impressed,train
MPATHY-018913,3,angry,train
MPATHY-018914,3,grateful,train
MPATHY-018916,3,terrified,train
MPATHY-018918,3,sentimental,train
MPATHY-018919,3,guilty,train
MPATHY-018920,3,confident,train
MPATHY-018921,3,angry,train
MPATHY-018922,3,devastated,train
MPATHY-018923,4,jealous,train
MPATHY-018924,3,joyful,train
MPATHY-018925,3,surprised,train
MPATHY-018926,3,terrified,train
MPATHY-018927,3,grateful,train
MPATHY-018928,3,disgusted,train
MPATHY-018930,3,jealous,train
MPATHY-018932,4,devastated,train
MPATHY-018933,3,annoyed,train
MPATHY-018934,3,surprised,train
MPATHY-018935,3,impressed,train
MPATHY-018936,4,sentimental,train
MPATHY-018937,3,lonely,train
MPATHY-018939,3,terrified,train
MPATHY-018941,3,trusting,train
MPATHY-018943,3,devastated,train
MPATHY-018944,3,anticipating,train
MPATHY-018945,3,guilty,train
MPATHY-018947,3,afraid,train
MPATHY-018948,7,caring,train
MPATHY-018950,3,devastated,train
MPATHY-018951,3,joyful,train
MPATHY-018953,3,lonely,train
MPATHY-018954,3,caring,train
MPATHY-018955,3,anticipating,train
MPATHY-018957,4,surprised,train
MPATHY-018958,3,anxious,train
MPATHY-018959,4,anticipating,train
MPATHY-018960,3,proud,train
MPATHY-018962,4,proud,train
MPATHY-018963,3,hopeful,train
MPATHY-018964,3,embarrassed,train
MPATHY-018965,3,apprehensive,train
MPATHY-018966,3,surprised,train
MPATHY-018969,3,prepared,train
MPATHY-018971,3,surprised,train
MPATHY-018972,3,jealous,train
MPATHY-018973,3,afraid,train
MPATHY-018974,3,disappointed,train
MPATHY-018975,4,lonely,train
MPATHY-018977,3,confident,train
MPATHY-018978,3,apprehensive,train
MPATHY-018981,3,afraid,train
MPATHY-018983,3,caring,train
MPATHY-018984,4,disappointed,train
MPATHY-018986,3,proud,train
MPATHY-018988,4,apprehensive,train
MPATHY-018990,3,content,train
MPATHY-018993,3,jealous,train
MPATHY-018994,3,surprised,train
MPATHY-018995,3,proud,train
MPATHY-018996,3,surprised,train
MPATHY-018998,3,hopeful,train
MPATHY-019000,3,grateful,train
MPATHY-019002,3,apprehensive,train
MPATHY-019003,3,nostalgic,train
MPATHY-019004,3,nostalgic,train
MPATHY-019005,3,sad,train
MPATHY-019006,3,disgusted,train
MPATHY-019007,4,terrified,train
MPATHY-019008,3,trusting,train
MPATHY-019011,3,proud,train
MPATHY-019012,3,lonely,train
MPATHY-019015,3,caring,train
MPATHY-019016,3,annoyed,train
MPATHY-019017,3,proud,train
MPATHY-019018,3,grateful,train
MPATHY-019019,3,trusting,train
MPATHY-019020,3,impressed,train
MPATHY-019023,3,excited,train
MPATHY-019024,3,sad,train
MPATHY-019026,3,disappointed,train
MPATHY-019027,3,excited,train
MPATHY-019028,4,annoyed,train
MPATHY-019030,3,jealous,train
MPATHY-019031,3,surprised,train
MPATHY-019032,3,lonely,train
MPATHY-019034,3,furious,train
MPATHY-019036,3,furious,train
MPATHY-019037,3,furious,train
MPATHY-019038,3,content,train
MPATHY-019040,3,devastated,train
MPATHY-019043,3,furious,train
MPATHY-019044,3,excited,train
MPATHY-019045,3,caring,train
MPATHY-019046,3,prepared,train
MPATHY-019047,4,annoyed,train
MPATHY-019048,3,nostalgic,train
MPATHY-019050,3,content,train
MPATHY-019051,3,annoyed,train
MPATHY-019052,3,trusting,train
MPATHY-019053,3,grateful,train
MPATHY-019054,3,lonely,train
MPATHY-019055,3,disgusted,train
MPATHY-019056,3,angry,train
MPATHY-019058,3,embarrassed,train
MPATHY-019060,3,afraid,train
MPATHY-019061,3,furious,train
MPATHY-019062,4,furious,train
MPATHY-019063,3,angry,train
MPATHY-019064,3,joyful,train
MPATHY-019065,3,trusting,train
MPATHY-019066,3,confident,train
MPATHY-019067,3,surprised,train
MPATHY-019068,4,anxious,train
MPATHY-019069,3,caring,train
MPATHY-019071,3,anxious,train
MPATHY-019072,3,angry,train
MPATHY-019074,3,impressed,train
MPATHY-019075,3,embarrassed,train
MPATHY-019076,3,caring,train
MPATHY-019077,3,excited,train
MPATHY-019078,3,terrified,train
MPATHY-019079,3,surprised,train
MPATHY-019080,3,excited,train
MPATHY-019081,4,caring,train
MPATHY-019083,4,sad,train
MPATHY-019085,3,proud,train
MPATHY-019086,3,anxious,train
MPATHY-019087,3,nostalgic,train
MPATHY-019088,3,prepared,train
MPATHY-019092,4,annoyed,train
MPATHY-019093,3,angry,train
MPATHY-019094,3,hopeful,train
MPATHY-019095,3,joyful,train
MPATHY-019096,3,prepared,train
MPATHY-019097,3,disgusted,train
MPATHY-019098,3,afraid,train
MPATHY-019099,3,sentimental,train
MPATHY-019101,4,nostalgic,train
MPATHY-019102,3,trusting,train
MPATHY-019103,3,anxious,train
MPATHY-019104,3,devastated,train
MPATHY-019105,3,surprised,train
MPATHY-019106,3,angry,train
MPATHY-019107,3,confident,train
MPATHY-019109,3,angry,train
MPATHY-019110,3,content,train
MPATHY-019111,4,furious,train
MPATHY-019112,3,lonely,train
MPATHY-019113,3,terrified,train
MPATHY-019114,3,impressed,train
MPATHY-019119,4,prepared,train
MPATHY-019121,3,furious,train
MPATHY-019122,3,confident,train
MPATHY-019123,3,sad,train
MPATHY-019124,3,jealous,train
MPATHY-019125,3,disgusted,train
MPATHY-019127,3,annoyed,train
MPATHY-019128,3,prepared,train
MPATHY-019129,4,proud,train
MPATHY-019130,3,apprehensive,train
MPATHY-019132,3,annoyed,train
MPATHY-019133,3,angry,train
MPATHY-019134,3,faithful,train
MPATHY-019136,3,prepared,train
MPATHY-019138,3,sentimental,train
MPATHY-019139,3,terrified,train
MPATHY-019140,3,embarrassed,train
MPATHY-019142,3,sad,train
MPATHY-019144,3,disappointed,train
MPATHY-019145,3,content,train
MPATHY-019149,3,sad,train
MPATHY-019150,3,sad,train
MPATHY-019151,3,jealous,train
MPATHY-019153,3,caring,train
MPATHY-019154,6,angry,train
MPATHY-019155,4,disappointed,train
MPATHY-019157,3,furious,train
MPATHY-019158,6,anxious,train
MPATHY-019160,3,hopeful,train
MPATHY-019162,4,content,train
MPATHY-019163,3,devastated,train
MPATHY-019165,3,ashamed,train
MPATHY-019167,3,afraid,train
MPATHY-019168,3,hopeful,train
MPATHY-019170,4,surprised,train
MPATHY-019171,3,annoyed,train
MPATHY-019172,4,ashamed,train
MPATHY-019173,3,disappointed,train
MPATHY-019174,3,content,train
MPATHY-019175,3,furious,train
MPATHY-019177,3,anxious,train
MPATHY-019178,4,surprised,train
MPATHY-019180,3,ashamed,train
MPATHY-019182,4,hopeful,train
MPATHY-019183,3,anxious,train
MPATHY-019184,3,sentimental,train
MPATHY-019186,3,content,train
MPATHY-019187,3,afraid,train
MPATHY-019189,3,embarrassed,train
MPATHY-019192,4,terrified,train
MPATHY-019193,3,impressed,train
MPATHY-019194,3,devastated,train
MPATHY-019195,4,embarrassed,train
MPATHY-019196,3,excited,train
MPATHY-019197,4,lonely,train
MPATHY-019198,4,grateful,train
MPATHY-019199,7,grateful,train
MPATHY-019201,3,prepared,train
MPATHY-019202,3,furious,train
MPATHY-019203,3,afraid,train
MPATHY-019206,3,hopeful,train
MPATHY-019207,3,disappointed,train
MPATHY-019208,4,lonely,train
MPATHY-019209,3,surprised,train
MPATHY-019211,3,embarrassed,train
MPATHY-019212,3,embarrassed,train
MPATHY-019214,3,confident,train
MPATHY-019218,4,anxious,train
MPATHY-019219,3,devastated,train
MPATHY-019220,3,jealous,train
MPATHY-019222,3,proud,train
MPATHY-019224,3,guilty,train
MPATHY-019225,3,impressed,train
MPATHY-019226,3,proud,train
MPATHY-019232,3,proud,train
MPATHY-019233,4,sentimental,train
MPATHY-019234,3,surprised,train
MPATHY-019235,4,impressed,train
MPATHY-019238,4,prepared,train
MPATHY-019239,3,annoyed,train
MPATHY-019243,3,disappointed,train
MPATHY-019244,3,nostalgic,train
MPATHY-019245,3,disgusted,train
MPATHY-019246,3,confident,train
